TIME,SENSOR 1,SENSOR 2,SENSOR 3,SENSOR 4 
2027,1039,931,2115,1013
2028,1039,931,2118,1010
2029,1038,930,2117,1007
2030,1039,932,2116,1006
2031,1041,930,2117,1009
2032,1042,932,2120,1012
2033,1041,935,2123,1013
2034,1042,934,2126,1013
2035,1043,934,2126,1013
2036,1043,936,2129,1015
2037,1042,934,2131,1017
2038,1043,936,2130,1021
2039,1042,939,2130,1018
2040,1041,942,2131,1022
2041,1041,940,2132,1024
2042,1040,941,2135,1027
2043,1041,943,2136,1031
2044,1042,942,2138,1034
2045,1043,945,2141,1036
2046,1045,947,2141,1035
2047,1044,947,2142,1034
2048,1045,946,2143,1031
2049,1045,945,2144,1034
2050,1045,946,2145,1032
2051,1045,944,2147,1034
2052,1044,942,2149,1033
2053,1045,940,2149,1031
2054,1045,942,2152,1028
2055,1046,941,2152,1028
2056,1047,941,2155,1032
2057,1047,942,2156,1032
2058,1047,942,2158,1030
2059,1046,940,2161,1031
2060,1047,942,2163,1031
2061,1049,940,2163,1031
2062,1050,942,2164,1029
2063,1049,941,2164,1032
2064,1049,939,2164,1029
2065,1049,937,2167,1030
2066,1048,937,2168,1031
2067,1048,940,2167,1030
2068,1048,938,2166,1029
2069,1050,941,2169,1032
2070,1051,943,2172,1030
2071,1052,943,2174,1032
2072,1053,944,2173,1031
2073,1054,947,2174,1033
2074,1053,948,2177,1032
2075,1055,949,2176,1036
2076,1057,950,2177,1033
2077,1058,953,2178,1030
2078,1060,952,2177,1033
2079,1061,953,2180,1034
2080,1061,954,2182,1032
2081,1061,953,2185,1034
2082,1060,951,2186,1031
2083,1059,953,2186,1034
2084,1059,953,2187,1037
2085,1060,955,2186,1039
2086,1059,953,2187,1038
2087,1059,951,2189,1042
2088,1058,952,2189,1046
2089,1058,953,2191,1049
2090,1057,953,2192,1053
2091,1058,951,2192,1053
2092,1058,951,2194,1055
2093,1057,951,2196,1052
2094,1058,950,2199,1049
2095,1058,950,2201,1053
2096,1060,953,2204,1051
2097,1059,952,2205,1050
2098,1058,953,2204,1053
2099,1058,955,2207,1054
2100,1058,957,2206,1053
2101,1059,957,2209,1057
2102,1058,958,2211,1060
2103,1060,960,2211,1057
2104,1061,962,2212,1060
2105,1063,960,2214,1057
2106,1063,961,2213,1055
2107,1065,960,2216,1055
2108,1066,962,2217,1055
2109,1065,965,2217,1059
2110,1064,966,2216,1057
2111,1064,968,2219,1059
2112,1064,967,2222,1060
2113,1066,970,2223,1064
2114,1068,972,2226,1061
2115,1068,971,2226,1061
2116,1069,971,2228,1058
2117,1068,973,2229,1058
2118,1069,971,2229,1061
2119,1069,970,2229,1058
2120,1068,973,2229,1060
2121,1070,973,2228,1060
2122,1072,975,2228,1061
2123,1071,978,2231,1058
2124,1073,979,2231,1057
2125,1073,982,2233,1060
2126,1074,984,2234,1058
2127,1073,982,2233,1062
2128,1074,984,2232,1065
2129,1076,985,2233,1068
2130,1075,983,2232,1072
2131,1074,983,2234,1073
2132,1076,981,2233,1070
2133,1076,979,2232,1074
2134,1078,980,2231,1076
2135,1079,982,2233,1080
2136,1080,983,2236,1080
2137,1081,984,2235,1080
2138,1083,986,2235,1081
2139,1084,984,2238,1079
2140,1084,983,2240,1079
2141,1083,985,2239,1078
2142,1084,988,2242,1081
2143,1084,990,2241,1084
2144,1085,990,2241,1084
2145,1085,990,2243,1084
2146,1086,989,2242,1087
2147,1087,990,2244,1085
2148,1089,991,2247,1082
2149,1088,991,2247,1080
2150,1087,990,2249,1078
2151,1088,989,2252,1076
2152,1088,987,2255,1079
2153,1089,988,2255,1083
2154,1090,990,2258,1080
2155,1090,990,2260,1078
2156,1090,989,2261,1076
2157,1091,991,2262,1079
2158,1093,989,2262,1076
2159,1095,987,2265,1079
2160,1096,985,2268,1079
2161,1098,987,2268,1077
2162,1097,989,2271,1075
2163,1096,987,2274,1076
2164,1095,985,2274,1079
2165,1097,986,2276,1081
2166,1098,985,2276,1081
2167,1097,988,2278,1082
2168,1097,990,2277,1084
2169,1099,993,2277,1088
2170,1100,996,2280,1092
2171,1102,998,2283,1091
2172,1103,998,2282,1088
2173,1102,998,2283,1090
2174,1102,997,2284,1090
2175,1103,998,2287,1093
2176,1104,1000,2289,1090
2177,1106,998,2288,1087
2178,1108,997,2291,1089
2179,1109,996,2292,1091
2180,1109,999,2293,1088
2181,1110,1001,2293,1088
2182,1110,999,2293,1087
2183,1110,1001,2295,1087
2184,1109,1002,2294,1087
2185,1110,1000,2294,1091
2186,1111,998,2297,1091
2187,1112,1000,2298,1090
2188,1114,1003,2297,1089
2189,1113,1002,2296,1090
2190,1115,1000,2295,1088
2191,1116,999,2298,1092
2192,1118,997,2297,1091
2193,1119,998,2300,1093
2194,1119,998,2300,1091
2195,1119,996,2299,1092
2196,1120,999,2301,1096
2197,1120,1000,2301,1097
2198,1122,999,2302,1096
2199,1122,998,2301,1097
2200,1122,997,2301,1098
2201,1124,998,2303,1100
2202,1124,999,2303,1100
2203,1126,998,2302,1098
2204,1127,1000,2305,1102
2205,1127,1000,2305,1104
2206,1128,999,2308,1102
2207,1130,1000,2309,1100
2208,1129,1001,2310,1098
2209,1129,1004,2310,1097
2210,1128,1006,2311,1099
2211,1129,1005,2310,1101
2212,1131,1007,2313,1102
2213,1132,1009,2315,1105
2214,1133,1012,2314,1105
2215,1133,1014,2317,1104
2216,1133,1013,2319,1101
2217,1134,1013,2318,1102
2218,1134,1013,2319,1105
2219,1136,1011,2318,1107
2220,1136,1012,2317,1105
2221,1136,1010,2317,1106
2222,1135,1008,2317,1108
2223,1134,1011,2320,1110
2224,1133,1009,2320,1113
2225,1135,1012,2322,1112
2226,1135,1014,2325,1115
2227,1134,1014,2324,1118
2228,1136,1013,2327,1115
2229,1137,1016,2330,1117
2230,1136,1015,2329,1115
2231,1137,1013,2331,1114
2232,1136,1014,2333,1116
2233,1135,1017,2336,1113
2234,1136,1016,2336,1111
2235,1138,1015,2339,1112
2236,1137,1013,2340,1109
2237,1139,1015,2343,1111
2238,1140,1016,2343,1108
2239,1140,1014,2346,1110
2240,1140,1013,2348,1111
2241,1139,1015,2350,1111
2242,1140,1014,2349,1114
2243,1142,1015,2352,1111
2244,1141,1013,2352,1114
2245,1143,1016,2353,1112
2246,1145,1016,2352,1116
2247,1144,1016,2354,1116
2248,1144,1014,2354,1118
2249,1144,1012,2354,1122
2250,1145,1015,2355,1119
2251,1146,1018,2357,1118
2252,1147,1016,2358,1121
2253,1148,1018,2360,1124
2254,1150,1016,2363,1126
2255,1152,1017,2362,1130
2256,1153,1020,2364,1132
2257,1155,1022,2367,1132
2258,1157,1024,2366,1135
2259,1158,1025,2365,1136
2260,1157,1028,2366,1140
2261,1158,1029,2365,1137
2262,1160,1030,2367,1135
2263,1161,1032,2368,1133
2264,1162,1033,2370,1130
2265,1164,1032,2370,1131
2266,1163,1034,2371,1130
2267,1164,1032,2374,1131
2268,1166,1032,2375,1135
2269,1165,1030,2374,1136
2270,1167,1028,2373,1133
2271,1168,1028,2376,1136
2272,1167,1029,2378,1139
2273,1169,1027,2378,1137
2274,1170,1027,2379,1140
2275,1169,1030,2379,1140
2276,1169,1029,2378,1143
2277,1171,1028,2379,1143
2278,1171,1031,2381,1145
2279,1171,1031,2380,1147
2280,1170,1034,2383,1146
2281,1172,1034,2386,1147
2282,1174,1036,2385,1144
2283,1173,1039,2384,1142
2284,1172,1039,2387,1141
2285,1173,1039,2386,1142
2286,1174,1037,2386,1145
2287,1173,1037,2385,1146
2288,1174,1036,2388,1144
2289,1176,1039,2391,1143
2290,1176,1041,2394,1142
2291,1175,1042,2394,1140
2292,1175,1041,2396,1138
2293,1176,1040,2396,1139
2294,1178,1041,2396,1138
2295,1180,1044,2398,1141
2296,1180,1045,2401,1145
2297,1179,1048,2400,1148
2298,1178,1051,2399,1148
2299,1180,1049,2400,1146
2300,1179,1049,2402,1144
2301,1181,1048,2403,1147
2302,1182,1047,2404,1149
2303,1181,1047,2403,1147
2304,1180,1047,2404,1144
2305,1182,1047,2405,1141
2306,1184,1050,2406,1144
2307,1184,1052,2408,1148
2308,1183,1055,2411,1145
2309,1183,1057,2411,1144
2310,1183,1056,2414,1148
2311,1183,1059,2413,1145
2312,1182,1061,2413,1144
2313,1181,1062,2412,1147
2314,1181,1065,2414,1145
2315,1182,1065,2416,1145
2316,1184,1063,2416,1142
2317,1184,1065,2418,1143
2318,1185,1068,2419,1146
2319,1185,1066,2421,1146
2320,1184,1066,2422,1144
2321,1183,1064,2422,1146
2322,1183,1065,2424,1149
2323,1184,1065,2427,1152
2324,1183,1065,2427,1153
2325,1183,1067,2427,1152
2326,1185,1065,2430,1150
2327,1186,1065,2430,1154
2328,1185,1068,2431,1156
2329,1186,1066,2430,1157
2330,1187,1066,2429,1161
2331,1188,1065,2431,1158
2332,1187,1067,2430,1161
2333,1186,1066,2432,1163
2334,1186,1068,2432,1160
2335,1187,1071,2432,1157
2336,1189,1070,2431,1157
2337,1190,1073,2434,1161
2338,1190,1075,2437,1163
2339,1191,1074,2440,1160
2340,1190,1073,2439,1159
2341,1190,1075,2442,1159
2342,1189,1075,2443,1156
2343,1188,1076,2445,1159
2344,1190,1077,2444,1163
2345,1191,1079,2445,1165
2346,1191,1079,2446,1166
2347,1192,1081,2446,1169
2348,1191,1084,2445,1171
2349,1193,1087,2447,1169
2350,1194,1088,2450,1168
2351,1195,1090,2452,1171
2352,1194,1090,2451,1172
2353,1195,1092,2452,1170
2354,1197,1095,2454,1171
2355,1197,1093,2454,1173
2356,1199,1092,2455,1172
2357,1201,1094,2454,1171
2358,1201,1094,2454,1171
2359,1203,1097,2457,1168
2360,1205,1095,2456,1171
2361,1207,1093,2457,1171
2362,1209,1094,2457,1170
2363,1211,1093,2458,1171
2364,1211,1093,2457,1171
2365,1212,1091,2456,1170
2366,1214,1091,2456,1173
2367,1213,1090,2459,1170
2368,1214,1092,2462,1174
2369,1214,1093,2464,1171
2370,1213,1096,2465,1170
2371,1214,1095,2467,1172
2372,1213,1096,2468,1169
2373,1215,1099,2471,1166
2374,1217,1102,2472,1164
2375,1216,1101,2473,1166
2376,1216,1101,2473,1163
2377,1217,1102,2472,1166
2378,1217,1100,2475,1170
2379,1217,1102,2477,1169
2380,1219,1101,2477,1170
2381,1220,1104,2476,1169
2382,1219,1106,2477,1171
2383,1220,1106,2480,1170
2384,1219,1104,2479,1170
2385,1219,1106,2480,1169
2386,1221,1104,2479,1172
2387,1223,1105,2481,1175
2388,1225,1104,2483,1176
2389,1224,1104,2482,1174
2390,1226,1104,2485,1174
2391,1225,1107,2488,1176
2392,1225,1108,2491,1173
2393,1224,1110,2492,1172
2394,1226,1111,2492,1169
2395,1226,1110,2491,1168
2396,1228,1112,2492,1170
2397,1229,1110,2491,1173
2398,1230,1113,2493,1171
2399,1231,1115,2495,1174
2400,1231,1116,2495,1171
2401,1231,1115,2497,1168
2402,1231,1113,2499,1169
2403,1233,1111,2499,1171
2404,1234,1111,2501,1171
2405,1234,1112,2500,1170
2406,1233,1111,2503,1174
2407,1232,1110,2502,1171
2408,1233,1108,2502,1172
2409,1232,1108,2502,1171
2410,1234,1106,2505,1172
2411,1235,1109,2508,1170
2412,1236,1109,2509,1173
2413,1238,1110,2512,1171
2414,1239,1109,2515,1169
2415,1238,1108,2517,1172
2416,1239,1108,2519,1175
2417,1241,1109,2522,1179
2418,1243,1110,2522,1176
2419,1244,1111,2523,1173
2420,1243,1112,2526,1173
2421,1242,1111,2529,1174
2422,1244,1110,2530,1177
2423,1243,1111,2533,1180
2424,1243,1110,2536,1183
2425,1243,1110,2535,1181
2426,1243,1112,2536,1183
2427,1245,1114,2535,1184
2428,1246,1112,2538,1184
2429,1248,1114,2541,1184
2430,1247,1117,2544,1185
2431,1246,1117,2543,1183
2432,1245,1118,2543,1186
2433,1247,1119,2546,1183
2434,1246,1119,2545,1187
2435,1247,1118,2547,1190
2436,1249,1117,2549,1187
2437,1248,1115,2552,1191
2438,1247,1114,2554,1192
2439,1246,1113,2554,1192
2440,1245,1111,2554,1190
2441,1245,1113,2556,1193
2442,1246,1114,2558,1194
2443,1246,1115,2559,1195
2444,1246,1118,2561,1199
2445,1248,1118,2563,1201
2446,1248,1117,2566,1199
2447,1249,1119,2566,1196
2448,1249,1118,2565,1194
2449,1251,1120,2564,1191
2450,1250,1120,2565,1193
2451,1251,1119,2567,1195
2452,1253,1120,2569,1192
2453,1252,1120,2569,1194
2454,1254,1118,2572,1193
2455,1254,1120,2575,1191
2456,1255,1119,2576,1190
2457,1255,1121,2578,1189
2458,1254,1123,2578,1192
2459,1254,1121,2579,1196
2460,1253,1119,2580,1193
2461,1255,1121,2580,1193
2462,1255,1123,2582,1194
2463,1256,1122,2583,1196
2464,1258,1124,2584,1197
2465,1257,1125,2584,1200
2466,1256,1125,2584,1204
2467,1257,1127,2586,1206
2468,1259,1126,2586,1210
2469,1259,1129,2587,1207
2470,1261,1127,2586,1208
2471,1262,1130,2588,1209
2472,1262,1130,2588,1206
2473,1264,1133,2587,1203
2474,1266,1131,2587,1201
2475,1266,1134,2588,1202
2476,1265,1136,2587,1206
2477,1267,1136,2590,1210
2478,1266,1139,2590,1212
2479,1267,1139,2593,1214
2480,1266,1140,2594,1214
2481,1266,1142,2593,1213
2482,1267,1140,2592,1214
2483,1267,1142,2595,1217
2484,1267,1141,2596,1220
2485,1267,1141,2599,1217
2486,1267,1143,2600,1219
2487,1269,1142,2602,1221
2488,1269,1141,2602,1218
2489,1269,1143,2605,1218
2490,1270,1144,2606,1221
2491,1270,1145,2606,1218
2492,1272,1146,2606,1218
2493,1272,1147,2605,1216
2494,1273,1150,2607,1217
2495,1274,1152,2607,1220
2496,1273,1153,2607,1219
2497,1275,1153,2608,1216
2498,1274,1154,2610,1215
2499,1275,1156,2613,1218
2500,1276,1158,2614,1220
2501,1278,1159,2614,1217
2502,1280,1160,2616,1220
2503,1282,1158,2619,1217
2504,1282,1161,2622,1220
2505,1284,1162,2625,1223
2506,1285,1163,2628,1221
2507,1285,1166,2628,1223
2508,1284,1167,2631,1220
2509,1286,1167,2633,1221
2510,1285,1167,2634,1221
2511,1287,1165,2636,1225
2512,1286,1167,2638,1224
2513,1288,1167,2639,1228
2514,1289,1167,2640,1226
2515,1288,1166,2641,1223
2516,1289,1169,2640,1226
2517,1291,1169,2640,1227
2518,1291,1170,2643,1231
2519,1292,1168,2645,1228
2520,1291,1169,2646,1232
2521,1290,1171,2646,1232
2522,1291,1170,2649,1235
2523,1290,1172,2651,1234
2524,1290,1174,2654,1234
2525,1292,1175,2654,1234
2526,1294,1176,2653,1234
2527,1293,1174,2656,1238
2528,1292,1176,2657,1236
2529,1293,1175,2657,1236
2530,1292,1178,2659,1239
2531,1291,1180,2661,1241
2532,1290,1183,2660,1244
2533,1292,1185,2662,1247
2534,1291,1184,2665,1246
2535,1290,1187,2665,1247
2536,1291,1187,2668,1251
2537,1290,1188,2667,1254
2538,1290,1189,2670,1252
2539,1290,1191,2673,1253
2540,1290,1193,2672,1254
2541,1291,1192,2674,1258
2542,1291,1195,2677,1260
2543,1292,1195,2679,1261
2544,1292,1198,2679,1261
2545,1291,1196,2678,1259
2546,1292,1195,2681,1261
2547,1293,1194,2682,1263
2548,1294,1192,2684,1267
2549,1294,1194,2684,1268
2550,1294,1195,2687,1267
2551,1296,1194,2690,1270
2552,1298,1196,2692,1268
2553,1299,1196,2693,1272
2554,1298,1195,2696,1276
2555,1299,1198,2698,1274
2556,1300,1197,2700,1278
2557,1302,1197,2703,1278
2558,1301,1200,2702,1277
2559,1301,1200,2701,1278
2560,1303,1201,2702,1281
2561,1305,1199,2704,1283
2562,1305,1197,2703,1280
2563,1306,1195,2703,1281
2564,1306,1198,2704,1285
2565,1306,1200,2706,1289
2566,1307,1199,2707,1286
2567,1308,1200,2709,1288
2568,1308,1202,2708,1286
2569,1308,1201,2707,1283
2570,1309,1199,2707,1280
2571,1309,1198,2708,1282
2572,1308,1200,2710,1282
2573,1307,1199,2712,1281
2574,1307,1202,2715,1282
2575,1306,1200,2717,1281
2576,1308,1202,2716,1285
2577,1309,1204,2716,1288
2578,1309,1206,2718,1288
2579,1308,1204,2717,1287
2580,1310,1206,2719,1291
2581,1312,1208,2718,1295
2582,1312,1211,2721,1296
2583,1313,1212,2721,1298
2584,1315,1213,2721,1302
2585,1316,1215,2722,1301
2586,1317,1214,2722,1301
2587,1317,1212,2725,1298
2588,1318,1212,2724,1296
2589,1320,1213,2724,1293
2590,1321,1216,2726,1296
2591,1322,1218,2727,1295
2592,1321,1219,2728,1295
2593,1323,1219,2729,1294
2594,1322,1218,2730,1291
2595,1322,1217,2733,1288
2596,1322,1219,2736,1289
2597,1323,1221,2735,1288
2598,1323,1220,2735,1287
2599,1324,1218,2735,1289
2600,1326,1216,2735,1286
2601,1327,1216,2736,1286
2602,1326,1219,2736,1284
2603,1325,1217,2737,1281
2604,1324,1215,2738,1282
2605,1325,1218,2740,1282
2606,1326,1216,2743,1281
2607,1325,1219,2742,1281
2608,1326,1219,2742,1280
2609,1328,1218,2745,1284
2610,1327,1219,2744,1288
2611,1327,1219,2744,1291
2612,1328,1218,2745,1292
2613,1329,1220,2748,1293
2614,1329,1220,2748,1296
2615,1331,1218,2747,1300
2616,1333,1221,2746,1301
2617,1332,1220,2748,1305
2618,1332,1218,2748,1303
2619,1333,1219,2751,1300
2620,1333,1219,2751,1297
2621,1335,1219,2751,1295
2622,1334,1218,2751,1299
2623,1334,1219,2753,1297
2624,1334,1217,2753,1294
2625,1334,1219,2752,1291
2626,1334,1218,2751,1295
2627,1336,1218,2751,1294
2628,1337,1221,2752,1292
2629,1336,1223,2753,1294
2630,1338,1224,2753,1298
2631,1337,1224,2755,1302
2632,1338,1222,2757,1303
2633,1339,1224,2760,1302
2634,1340,1223,2763,1306
2635,1340,1223,2765,1305
2636,1341,1222,2764,1308
2637,1342,1222,2767,1311
2638,1343,1224,2767,1308
2639,1345,1224,2770,1308
2640,1346,1225,2771,1312
2641,1348,1225,2774,1311
2642,1350,1223,2774,1312
2643,1349,1223,2775,1309
2644,1348,1225,2774,1309
2645,1348,1228,2774,1310
2646,1347,1229,2776,1309
2647,1347,1232,2778,1311
2648,1348,1231,2780,1315
2649,1347,1231,2779,1316
2650,1347,1230,2781,1320
2651,1347,1231,2781,1318
2652,1348,1232,2781,1322
2653,1349,1235,2780,1320
2654,1350,1233,2781,1324
2655,1352,1235,2782,1322
2656,1353,1233,2781,1320
2657,1355,1233,2783,1324
2658,1354,1231,2782,1325
2659,1355,1231,2783,1328
2660,1356,1230,2785,1330
2661,1356,1230,2788,1330
2662,1357,1231,2789,1331
2663,1357,1233,2792,1332
2664,1356,1232,2792,1331
2665,1356,1233,2795,1334
2666,1358,1235,2797,1334
2667,1359,1236,2797,1333
2668,1361,1235,2799,1333
2669,1363,1234,2799,1333
2670,1363,1237,2800,1335
2671,1365,1240,2799,1332
2672,1365,1241,2798,1336
2673,1365,1244,2800,1340
2674,1367,1243,2799,1339
2675,1369,1242,2800,1342
2676,1369,1241,2803,1346
2677,1370,1241,2806,1345
2678,1369,1239,2807,1346
2679,1369,1242,2810,1349
2680,1371,1243,2811,1347
2681,1370,1242,2810,1348
2682,1370,1241,2811,1350
2683,1369,1240,2813,1352
2684,1368,1243,2815,1352
2685,1367,1244,2814,1353
2686,1368,1245,2814,1357
2687,1370,1248,2816,1360
2688,1371,1246,2819,1364
2689,1372,1249,2818,1362
2690,1371,1250,2819,1364
2691,1371,1253,2819,1363
2692,1373,1255,2818,1366
2693,1373,1254,2819,1363
2694,1373,1257,2822,1365
2695,1375,1259,2821,1369
2696,1375,1257,2821,1369
2697,1374,1260,2822,1366
2698,1373,1258,2822,1370
2699,1373,1261,2825,1369
2700,1375,1263,2824,1366
2701,1375,1263,2826,1367
2702,1375,1265,2828,1369
2703,1377,1263,2829,1366
2704,1377,1264,2832,1370
2705,1379,1262,2834,1373
2706,1378,1260,2835,1375
2707,1377,1262,2837,1375
2708,1376,1261,2839,1379
2709,1378,1259,2842,1382
2710,1380,1259,2845,1380
2711,1379,1259,2846,1379
2712,1381,1259,2847,1377
2713,1382,1262,2847,1381
2714,1384,1265,2848,1378
2715,1386,1268,2850,1377
2716,1386,1266,2851,1375
2717,1388,1264,2852,1372
2718,1387,1267,2852,1370
2719,1386,1266,2854,1373
2720,1385,1267,2854,1377
2721,1386,1268,2856,1375
2722,1385,1266,2857,1375
2723,1386,1266,2860,1373
2724,1387,1266,2863,1371
2725,1386,1266,2865,1370
2726,1386,1264,2867,1372
2727,1388,1266,2870,1369
2728,1389,1265,2873,1369
2729,1388,1265,2876,1372
2730,1390,1268,2875,1376
2731,1392,1270,2877,1380
2732,1391,1272,2876,1377
2733,1392,1275,2876,1377
2734,1391,1273,2876,1375
2735,1390,1273,2877,1372
2736,1391,1273,2878,1370
2737,1393,1276,2880,1369
2738,1393,1275,2881,1366
2739,1394,1278,2881,1369
2740,1396,1278,2884,1368
2741,1396,1281,2885,1365
2742,1397,1284,2886,1363
2743,1396,1283,2889,1360
2744,1398,1282,2890,1363
2745,1400,1280,2890,1361
2746,1401,1282,2892,1363
2747,1400,1282,2894,1361
2748,1400,1283,2897,1365
2749,1399,1283,2897,1367
2750,1398,1282,2897,1367
2751,1398,1282,2896,1365
2752,1400,1281,2896,1365
2753,1402,1281,2895,1369
2754,1404,1282,2897,1369
2755,1404,1283,2899,1370
2756,1403,1286,2899,1367
2757,1403,1289,2900,1369
2758,1404,1287,2902,1367
2759,1405,1289,2904,1371
2760,1406,1288,2904,1370
2761,1406,1287,2904,1372
2762,1405,1286,2904,1376
2763,1404,1285,2907,1374
2764,1403,1286,2907,1373
2765,1404,1285,2906,1373
2766,1406,1286,2906,1377
2767,1407,1286,2906,1375
2768,1407,1287,2907,1379
2769,1409,1286,2907,1378
2770,1408,1285,2909,1381
2771,1410,1285,2909,1378
2772,1409,1288,2909,1379
2773,1409,1286,2912,1377
2774,1410,1285,2913,1377
2775,1411,1288,2915,1381
2776,1411,1291,2914,1383
2777,1410,1291,2913,1384
2778,1412,1289,2915,1388
2779,1411,1289,2918,1385
2780,1411,1288,2917,1382
2781,1410,1288,2919,1381
2782,1411,1291,2921,1378
2783,1410,1294,2921,1380
2784,1411,1296,2923,1380
2785,1411,1299,2926,1379
2786,1410,1302,2928,1383
2787,1409,1304,2929,1380
2788,1409,1303,2930,1378
2789,1411,1302,2932,1381
2790,1412,1302,2933,1378
2791,1413,1303,2936,1382
2792,1413,1304,2935,1383
2793,1415,1304,2938,1381
2794,1414,1307,2938,1385
2795,1416,1310,2939,1385
2796,1416,1309,2939,1385
2797,1417,1308,2938,1389
2798,1417,1311,2938,1392
2799,1419,1309,2941,1395
2800,1418,1308,2942,1397
2801,1418,1309,2945,1396
2802,1417,1309,2948,1394
2803,1416,1311,2949,1397
2804,1418,1309,2952,1397
2805,1418,1312,2955,1396
2806,1418,1311,2954,1398
2807,1417,1311,2955,1395
2808,1416,1311,2957,1398
2809,1417,1310,2960,1402
2810,1419,1309,2961,1404
2811,1421,1311,2961,1405
2812,1420,1310,2964,1405
2813,1422,1310,2965,1402
2814,1423,1312,2965,1402
2815,1425,1310,2965,1401
2816,1426,1310,2967,1402
2817,1427,1311,2970,1400
2818,1429,1310,2971,1403
2819,1429,1311,2973,1406
2820,1430,1310,2976,1408
2821,1429,1309,2978,1412
2822,1429,1307,2981,1410
2823,1429,1308,2984,1411
2824,1428,1309,2986,1415
2825,1430,1312,2986,1415
2826,1429,1313,2985,1419
2827,1428,1312,2986,1420
2828,1430,1312,2987,1424
2829,1431,1311,2990,1424
2830,1432,1313,2993,1422
2831,1433,1316,2996,1424
2832,1434,1315,2999,1424
2833,1436,1313,2998,1426
2834,1436,1313,3001,1424
2835,1436,1316,3003,1426
2836,1436,1317,3004,1428
2837,1435,1315,3005,1425
2838,1435,1315,3006,1422
2839,1434,1314,3006,1423
2840,1434,1316,3006,1427
2841,1434,1318,3007,1427
2842,1436,1316,3009,1425
2843,1438,1318,3009,1428
2844,1438,1316,3010,1428
2845,1438,1316,3011,1430
2846,1439,1318,3010,1434
2847,1438,1321,3011,1432
2848,1440,1320,3010,1432
2849,1442,1321,3009,1433
2850,1442,1320,3009,1433
2851,1443,1318,3012,1432
2852,1444,1320,3014,1431
2853,1444,1318,3016,1432
2854,1445,1321,3015,1430
2855,1445,1319,3018,1428
2856,1444,1318,3019,1426
2857,1445,1321,3019,1427
2858,1445,1319,3021,1424
2859,1446,1317,3024,1425
2860,1445,1316,3027,1423
2861,1444,1314,3029,1421
2862,1444,1317,3030,1421
2863,1446,1318,3031,1420
2864,1445,1316,3033,1422
2865,1445,1319,3035,1422
2866,1444,1322,3034,1424
2867,1444,1323,3033,1427
2868,1444,1322,3035,1429
2869,1443,1324,3037,1429
2870,1444,1324,3040,1426
2871,1445,1325,3041,1425
2872,1444,1323,3041,1425
2873,1443,1323,3043,1426
2874,1444,1324,3043,1424
2875,1445,1323,3042,1426
2876,1445,1326,3045,1423
2877,1447,1329,3044,1421
2878,1446,1328,3043,1422
2879,1445,1329,3046,1426
2880,1444,1329,3047,1425
2881,1446,1327,3050,1429
2882,1448,1329,3051,1430
2883,1448,1332,3051,1430
2884,1450,1334,3054,1429
2885,1451,1333,3053,1432
2886,1453,1335,3053,1430
2887,1452,1335,3055,1428
2888,1452,1334,3054,1428
2889,1452,1335,3055,1427
2890,1453,1337,3055,1425
2891,1454,1335,3054,1424
2892,1454,1338,3055,1426
2893,1453,1337,3054,1424
2894,1452,1335,3056,1427
2895,1453,1333,3056,1425
2896,1453,1332,3057,1422
2897,1454,1331,3057,1425
2898,1455,1329,3056,1426
2899,1457,1330,3058,1430
2900,1457,1330,3059,1428
2901,1458,1333,3058,1428
2902,1458,1333,3061,1426
2903,1460,1334,3060,1429
2904,1459,1336,3059,1433
2905,1459,1338,3060,1437
2906,1460,1341,3062,1435
2907,1461,1344,3063,1439
2908,1461,1346,3066,1442
2909,1462,1349,3065,1444
2910,1463,1350,3067,1444
2911,1462,1351,3066,1446
2912,1461,1354,3066,1444
2913,1461,1353,3069,1443
2914,1463,1351,3070,1444
2915,1464,1350,3070,1446
2916,1463,1353,3072,1448
2917,1463,1356,3075,1449
2918,1463,1354,3075,1453
2919,1463,1356,3076,1454
2920,1464,1358,3075,1452
2921,1466,1360,3077,1451
2922,1465,1360,3079,1454
2923,1466,1362,3080,1451
2924,1468,1365,3079,1454
2925,1470,1363,3080,1453
2926,1470,1365,3081,1452
2927,1472,1367,3081,1456
2928,1473,1366,3083,1455
2929,1472,1368,3084,1455
2930,1471,1367,3083,1454
2931,1473,1370,3084,1453
2932,1474,1370,3087,1454
2933,1475,1370,3087,1457
2934,1477,1373,3089,1454
2935,1476,1373,3092,1456
2936,1476,1376,3094,1455
2937,1477,1378,3093,1454
2938,1479,1380,3094,1455
2939,1479,1381,3094,1459
2940,1478,1384,3095,1457
2941,1479,1385,3098,1456
2942,1480,1385,3099,1457
2943,1481,1387,3099,1455
2944,1480,1388,3101,1458
2945,1479,1389,3103,1457
2946,1480,1389,3105,1454
2947,1482,1392,3105,1458
2948,1483,1394,3106,1461
2949,1483,1392,3107,1465
2950,1483,1395,3106,1462
2951,1482,1393,3107,1460
2952,1483,1393,3107,1461
2953,1482,1396,3108,1458
2954,1484,1395,3107,1459
2955,1485,1397,3109,1462
2956,1484,1398,3111,1465
2957,1484,1399,3112,1468
2958,1483,1397,3112,1471
2959,1485,1399,3112,1474
2960,1486,1402,3115,1475
2961,1485,1405,3117,1478
2962,1484,1404,3117,1480
2963,1485,1403,3119,1479
2964,1485,1401,3122,1480
2965,1485,1403,3125,1484
2966,1486,1402,3128,1482
2967,1486,1401,3128,1482
2968,1488,1400,3131,1480
